CASE;SERIAL;REF;QUESTNNR;MODE;STARTED;B015;B016;B017;B018;B019;B031_01;B032_01;B033_01;B034_01;B035_01;B038_01;B039_01;B040_01;B041_01;B042_01;B043_01;B043_02;B043_03;B043_04;B043_05;MI02_01;MI02_02;MI02_03;MI02_04;MI02_05;MI02_06;MI02_07;MI02_08;MI02_09;MI02_10;MF02_01;MF02_02;MF02_03;MF02_04;MF02_05;MF02_06;MF02_07;MF02_08;MF02_09;MF02_10;MF02_11;MF02_12;MF02_13;MF02_14;MF02_15;MF02_16;MF03_01;MF03_02;MF03_03;MF03_04;MF03_05;MF03_06;MF03_07;MF03_08;MF03_09;MF03_10;MF03_11;MF03_12;MF03_13;MF03_14;MF03_15;MF03_16;ZU02_01;ZU03_01;ZU04_01;ZU05_01;ZU06;ZU07;ZU08_01;GN01_01;GN02_01;GN03_01;GN04_01;GN05_01;VA01_01;DE01_01;DE02;DE03;DE04;DE05;FINISHED;LASTPAGE;MAXPAGE;MISSING;MISSREL;DEG_MISS;DEG_TIME;DEGRADE
610;FJ87GA;;base;interview;04.02.15 19:54;7;3;4;2;2;58;44;3;37;8;1;1;10;5;5;;5;;10;10;7;3;2;1;2;1;2;2;6;4;2;5;1;4;5;1;4;5;6;2;3;6;5;4;4;1;5;3;2;6;4;5;6;4;6;4;1;3;4;3;6;1;5;100;100;2;3;1;;Egoist;freigiebig;Zauderer;gehemmt;unsicher;verdeckt;30;1;2;-9;1;1;21;21;5;1;7;8;15
614;VZOQKB;;base;interview;04.02.15 20:26;7;4;4;2;2;52;87;50;14;101;10;1;5;10;1;;;;;;7;5;5;1;5;4;3;5;6;6;5;5;2;2;3;1;5;5;3;4;3;5;6;3;5;1;4;-9;3;4;4;6;5;5;4;1;-9;6;5;4;2;4;1;100;-1;-9;3;4;;Ego;Sozial;Waage;Ego Münz;Sozial Münze;offen;;2;2;-9;1;1;21;21;15;8;45;1;45
617;I08I9A;;base;interview;04.02.15 20:55;7;3;5;3;3;23;94;49;16;80;0;1;5;10;1;;;;0;;6;5;4;1;4;4;1;4;4;7;4;5;1;2;2;1;6;6;6;4;4;6;6;5;5;1;6;6;3;2;2;5;6;6;3;2;2;6;4;2;3;1;-9;100;81;4;3;4;;Angsthasen;Mutig;Zaghaft;Angsthasen;Mutig;verdeckt;38;1;2;-9;1;1;21;21;9;3;15;8;23
619;SOYDS6;;base;interview;04.02.15 21:28;6;3;4;3;2;27;77;58;34;66;8;4;5;7;5;8;4;5;8;5;7;6;3;1;6;3;1;6;6;6;5;5;2;4;6;2;5;5;5;4;4;5;5;3;4;3;4;5;5;5;4;6;5;6;6;2;4;6;2;5;5;1;6;85;59;4;3;1;;selbstsüchtig;nett;unentschlossen;unentschlossen selbstsüch;unentschlossen nett;verdeckt;24;1;1;5;1;1;21;21;1;0;2;1;3
623;1S4P2F;;base;interview;04.02.15 22:01;6;2;4;1;1;67;30;51;20;7;2;2;2;3;3;;;;;;7;6;2;1;4;4;2;5;4;5;6;4;1;4;5;1;5;6;6;6;4;5;6;5;3;1;5;4;5;6;4;5;6;5;5;2;2;5;4;4;2;2;1;87;42;7;3;1;;spontan;unsicher;beeinflussbar;zweifelnd;zweifelnd;offen;23;2;1;6;1;1;21;21;8;1;8;25;33
624;6TE71Q;;base;interview;04.02.15 22:19;3;6;7;4;7;10;75;97;40;98;2;6;8;5;9;;;;;;7;6;3;2;6;6;2;4;4;6;6;6;3;4;5;1;6;5;6;5;4;5;4;3;2;3;4;5;4;4;2;6;5;4;4;6;5;6;5;6;4;2;6;80;67;2;3;4;;gemein;freigibig und demokrat;demokratisch und fair;Drückeberger;moralisch;verdeckt;33;1;1;4;2;1;21;21;8;1;8;17;24
626;RVJ7QX;;base;interview;04.02.15 22:51;3;2;5;2;2;26;64;89;4;74;10;3;4;10;4;;;;;;7;6;2;1;4;4;3;6;4;4;5;4;1;2;2;1;5;6;5;2;2;5;4;3;4;1;5;5;1;2;2;5;5;5;3;2;2;6;5;4;3;2;1;50;46;3;3;4;;egoistisch;altruistisch;fairplayer;heuchlerisch;unentschlossen;verdeckt;25;1;1;5;1;1;21;21;8;1;8;1;8
627;QOZ3CI;;base;interview;04.02.15 22:54;7;3;4;5;2;54;101;101;2;55;7;1;1;10;2;;;;;;7;7;7;1;7;4;1;7;5;7;6;4;1;1;3;1;6;6;6;1;1;6;6;6;2;1;6;5;2;2;1;6;6;6;3;1;1;3;6;6;4;1;1;80;47;7;3;7;;egoistisch ;sozial ;fair ;hinterhältig ;schüchtern ;offen;21;1;1;3;1;1;21;21;8;1;8;41;48
630;U8WD85;;base;interview;04.02.15 23:29;-9;;;;;-9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;offen;;;;;;0;7;7;100;100;530;186;716
631;IXNXUH;;base;interview;04.02.15 23:41;7;1;2;5;1;52;14;29;53;7;5;1;2;5;2;;;;;;5;3;1;1;2;2;5;1;3;3;6;3;1;1;2;1;6;5;5;2;3;6;5;3;3;1;4;6;1;2;3;5;6;5;3;1;2;5;6;3;4;1;1;85;75;4;3;3;;dirEntsch6020;dirEntsch2060;Mü;MüdirEntsch6020;MüdirEntsch2060;offen;27;1;1;4;1;1;21;21;8;1;8;17;24
634;JDPA31;;base;interview;05.02.15 00:35;5;2;3;6;1;34;101;80;1;94;7;0;3;10;1;8;0;5;10;2;7;5;4;1;3;5;2;5;6;5;4;5;2;2;5;1;6;6;6;2;5;6;6;4;3;1;4;6;5;4;1;6;6;6;4;2;2;1;3;4;3;1;-9;100;22;6;2;3;;Egoist;Altruist;Verantwortungslos-ehrlich;Scheinheiligen;unentschlossener Altruist;offen;29;2;2;-9;1;1;21;21;4;2;10;15;26
635;LJ7IBH;;base;interview;05.02.15 01:21;7;2;6;2;2;55;44;79;1;52;10;5;1;10;1;5;3;1;10;0;7;6;4;1;3;5;1;5;4;6;6;4;1;3;4;1;6;6;5;2;3;6;6;4;3;1;6;6;4;4;5;6;6;6;4;2;1;6;5;4;2;1;3;90;25;4;3;4;;Selbstbevorteiler;Gönner;Spieler;Blender;Spender;offen;27;1;1;3;1;1;21;21;1;0;2;25;27
637;6WLC1O;;base;interview;05.02.15 08:00;6;3;4;2;2;90;89;49;29;19;5;5;5;5;5;;;;;;7;6;5;1;5;4;2;4;5;6;6;6;4;5;5;1;6;6;6;5;4;5;5;-9;5;4;5;6;5;5;5;6;5;6;5;6;4;6;2;3;5;1;-9;99;57;7;3;3;Es ist manchmal schwierig eine Entscheidung zu treffen, ohne eine Erklärung abgeben zu können. ;normal;selbstlos;unsicher;unsicher;ängstlich;verdeckt;59;1;2;-9;1;1;21;21;10;4;21;3;25
640;ARKRHJ;;base;interview;05.02.15 09:17;7;5;3;3;3;67;50;20;71;59;8;4;10;4;3;;;;;;6;6;2;1;2;2;1;3;2;6;5;2;1;3;4;2;5;5;6;3;6;6;5;4;4;2;5;5;4;4;2;6;6;5;4;4;2;4;4;4;3;2;2;50;68;5;3;1;;normal;unterwürfig;feige;ehrlich;empfindlich;verdeckt;23;1;1;4;1;1;21;21;8;1;8;10;18
643;SYL35K;;base;interview;05.02.15 09:41;3;2;4;5;2;78;101;52;38;81;2;2;2;2;2;;;;;;7;6;3;1;6;4;1;5;6;5;5;6;2;3;5;1;5;6;6;4;2;4;6;5;1;1;4;5;5;2;2;4;4;6;4;1;1;6;2;4;1;1;1;90;3;-9;3;2;;Offen und ehrlich;Geber;Indifferent;Nehmer;Verborgenen Geber;offen;55;2;2;-9;1;1;21;21;10;3;17;47;64
644;Q38C5M;;base;interview;05.02.15 09:55;5;3;7;4;2;44;18;81;18;44;10;3;10;10;5;;;;;;3;5;1;1;7;4;1;4;4;7;3;6;1;3;6;3;3;6;6;3;3;6;6;3;6;3;3;6;3;4;4;6;6;6;3;1;3;5;3;6;1;1;4;0;100;4;3;4;vor allem das mit dem zusammenzählen müsste nicht sein ;Clever;naiv;Zocker;Feigling;Seltsam;verdeckt;46;2;2;-9;1;1;21;21;8;2;8;65;73
645;S5HZ7B;;base;interview;05.02.15 10:07;7;2;2;2;2;56;101;77;9;53;2;0;1;5;1;;;;;;6;5;2;1;6;2;2;2;5;4;5;4;1;2;4;1;5;6;6;2;3;6;5;4;2;1;3;5;4;3;3;4;6;6;2;2;4;6;4;4;3;1;1;75;60;5;2;2;Sehr spannende fragen, aber nicht immer ganz leicht. Der Fragebogen erfordert volle  Konzentration ;selbstentscheider;selbstlos;zufallsliebend;schlitzohr;planlos;offen;26;1;1;3;1;1;21;21;6;1;6;5;10
646;OUHDKW;;base;interview;05.02.15 10:56;4;3;3;2;2;27;72;66;27;1;3;3;2;2;0;;;;;;7;7;6;1;6;5;1;5;5;6;5;5;2;4;4;3;5;5;5;3;5;5;6;5;5;5;4;5;5;5;-9;5;6;5;4;2;-9;-9;-9;3;-9;1;-9;;75;4;3;-9;Einige Fragen hab ich nicht beantwortet da mir die Antworten nicht als logisch, nachvolllziehbar und sinnvoll erschienen. (z.B. Lotterielos...);Entscheidugsträger;Entscheidungsträger 20;Entscheidungsträger 3;Entscheidungsträger 4;Entscheidungsträger 5;verdeckt;33;2;1;6;1;1;21;21;16;12;62;12;74
647;SDD9S9;;base;interview;05.02.15 11:34;7;2;4;2;2;51;77;68;54;34;10;3;5;7;10;;;;;5;7;6;4;1;5;4;3;2;5;4;5;4;3;3;5;2;5;4;6;4;5;5;4;5;3;2;5;6;5;6;5;6;5;6;6;2;2;6;2;4;4;1;1;50;50;5;3;1;;Egoist;Altruist;Spieler;Zögerlicher Egoist;Unentschlossener Altruist;verdeckt;40;1;2;-9;1;1;21;21;8;2;9;4;13
648;Z2J4DQ;;base;interview;05.02.15 12:41;5;3;4;4;3;28;34;73;36;32;7;5;3;5;4;;;;;;4;4;2;2;2;2;4;1;1;4;4;5;2;3;4;1;6;6;6;5;5;6;5;5;5;2;3;3;4;4;4;5;6;5;2;1;1;1;4;5;2;3;2;99;100;4;3;1;;Egoist;Altruist;fair;unfair;seltsam;offen;45;1;2;-9;1;1;21;21;9;2;10;33;43
649;IRFBES;;base;interview;05.02.15 12:59;7;2;5;2;1;52;71;57;39;61;0;0;0;0;0;;;;;;6;5;2;1;2;5;2;3;2;4;4;5;1;2;1;1;4;6;5;2;1;6;6;5;3;1;4;6;4;3;2;6;6;6;4;1;1;6;3;2;3;1;2;70;-1;6;3;2;;eigensützig;altruistisch;entscheidungsunfreudig;unentschlossen;unsinnig;offen;26;1;1;2;1;1;21;21;9;3;14;8;21
652;DL8LU1;;base;interview;05.02.15 14:03;4;5;7;2;2;6;97;71;25;60;5;1;2;5;3;;;;;;7;6;6;1;7;3;2;5;5;1;6;6;1;2;2;1;5;6;6;4;2;5;4;4;2;2;3;6;5;6;3;5;2;6;4;2;4;5;4;6;4;1;5;98;78;6;3;1;;Egoist;großzügig gegenüber ander;nicht entscheidungsfreudi;uneindeutig;uneindeutig;offen;25;1;2;-9;1;1;21;21;9;2;10;15;25
654;ME82T3;;base;interview;05.02.15 14:49;5;3;7;4;3;75;83;92;53;69;8;8;8;8;8;;;;;;7;6;3;1;5;5;1;6;5;7;6;4;2;4;4;1;5;6;6;3;4;6;5;5;4;3;4;6;6;5;2;6;6;4;3;1;3;2;1;3;3;1;4;80;41;7;3;7;;gewinnorientiert;selbstlos;nicht entscheidungswillig;Entscheidungshilfe Bedarf;nicht entscheidungsfreudi;verdeckt;23;1;2;-9;1;1;21;21;9;2;10;63;73
655;12WNWK;;base;interview;05.02.15 14:51;7;-9;;;;79;-9;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Selbstbewußt;;;;;offen;;;;;;0;8;8;50;51;268;9;276
656;LQBMPZ;;base;interview;05.02.15 14:51;3;4;5;6;6;54;38;50;28;23;8;8;8;8;8;;;;;;7;7;7;1;6;6;4;6;6;1;5;5;1;1;5;1;5;3;1;1;4;5;5;1;1;1;2;5;4;4;3;3;4;3;1;1;1;4;1;1;1;1;1;75;50;6;3;7;;der Werter;der Geber;der Weitergeber;der Maskengeber;der Maskenwerter;verdeckt;40;1;1;3;1;1;21;21;8;1;8;53;60
657;IMQBGT;;base;interview;05.02.15 15:17;7;3;3;3;2;80;100;84;11;77;2;0;0;4;1;;;;;;7;7;1;1;5;2;1;6;4;7;5;6;2;4;5;1;5;6;6;4;4;6;6;4;5;4;5;5;4;6;3;6;6;6;3;3;2;6;3;3;2;1;5;60;75;5;2;3;;realistisch;großzügig;unentschlossen;sich selbst nicht treu;reflektiert;verdeckt;23;1;1;6;1;1;21;21;8;1;8;11;19
658;US8C8M;;base;interview;05.02.15 15:40;6;6;3;2;3;51;51;14;1;53;6;2;10;10;2;6;2;10;6;2;6;6;2;1;6;6;2;5;6;4;6;4;1;3;3;1;6;5;5;3;4;6;5;4;4;1;4;5;4;4;2;4;4;5;3;3;2;4;2;2;2;1;5;10;1;2;3;3;;egoistisch;altruistisch;entscheidungsunfähig;bauernschlau;zögerlich;offen;48;1;2;-9;1;1;21;21;3;1;4;6;10
659;3J0VL8;;base;interview;05.02.15 16:00;5;3;5;1;1;26;60;99;1;1;10;10;10;10;10;;;;;;7;7;1;1;7;4;1;1;4;7;6;3;2;2;2;1;6;6;4;2;2;6;5;3;2;1;5;5;2;4;1;6;6;6;2;1;1;6;5;6;2;1;2;50;-1;1;3;4;;Ego;Softie;Normalo;Stinker;Blödi;offen;52;1;2;-9;1;1;21;21;10;3;16;6;22
661;RMKZ6W;;base;interview;05.02.15 16:22;7;2;4;2;1;71;70;66;49;66;3;1;2;2;1;;;;3;;7;6;1;1;1;4;2;5;5;6;6;5;1;4;4;2;4;5;1;3;2;4;5;2;5;1;4;6;2;4;1;4;4;6;5;1;1;6;4;4;4;1;1;10;100;7;3;2;;rational;selbstlos;risikofreudig;unschlüssig;grosszügig;verdeckt;30;1;1;2;1;1;21;21;6;1;6;14;21
662;64DL7R;;base;interview;05.02.15 17:11;7;4;3;3;2;42;53;13;12;10;4;2;6;10;10;;;;;;5;4;3;2;2;4;1;4;3;4;6;6;4;4;5;2;6;6;6;4;4;6;6;3;4;3;3;6;4;5;2;6;6;6;4;3;3;2;2;2;5;2;-9;100;99;1;3;-9;;Realist;Träumer;abwartenden Zögerer;ängstlichen Spieler;ängstlichen Spieler;offen;56;2;2;-9;1;1;21;21;11;4;23;18;41
663;4P5QNT;;base;interview;05.02.15 17:20;4;3;7;5;5;22;74;89;15;73;7;2;0;7;1;;;;;;7;6;2;1;5;3;1;2;2;7;6;6;1;3;3;1;6;6;6;3;5;6;6;5;2;4;5;6;2;4;3;6;5;5;3;2;2;6;2;5;3;2;2;90;73;6;3;3;;profitorientiert;altruistisch;diplomatisch;unsicher;sozial angepasst;offen;53;1;2;-9;1;1;21;21;9;2;10;1;11
667;Z90HT0;;base;interview;05.02.15 19:44;3;2;7;2;2;83;88;10;22;27;2;0;8;6;3;;;;;;5;2;2;3;5;2;5;2;2;3;5;5;3;3;1;1;6;5;5;2;1;5;5;3;2;1;4;3;6;5;1;6;6;3;6;5;2;6;1;2;5;1;1;95;51;7;3;5;;entschlossen;altruistisch;fremdbestimmt;wankelmütig;übervorsichtig;offen;33;2;1;5;1;1;21;21;8;1;8;4;12
669;V3TV7K;;base;interview;06.02.15 00:11;6;4;6;7;7;87;29;73;12;9;8;5;8;2;1;;;;;;6;6;5;1;4;4;2;5;5;7;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;4;3;5;6;5;2;5;6;5;5;5;5;6;4;5;5;4;6;100;-1;7;3;1;;Beamter;Angsthase;Gerecht;unsozial;großzügig;verdeckt;62;1;2;-9;1;1;21;21;10;3;16;34;50
671;SYQ0AV;;base;interview;06.02.15 09:41;7;5;3;2;2;67;59;32;22;16;5;3;3;1;1;3;2;2;2;;7;7;4;1;5;5;2;3;2;7;5;5;2;2;5;1;5;5;6;5;4;6;5;6;3;1;6;6;4;3;1;6;5;4;5;1;3;1;2;5;4;1;1;70;78;7;3;3;"Die Frage nach der Spende des Tabakkonzerns ist leider sehr oberflächlich.
Zwar verbindet man mit Afrika vordergründig immer gleich Armut
Allerdings ist auch der afrikanischer Kontinent sehr vielschichtig
Tabakkonzerne die Spenden sind immer gut,egal für welchen humanitären Zweck";Direkt;Direkt b;Direkt c;Direkt d;Direkt e;offen;53;2;2;-9;1;1;21;21;3;1;4;2;6
674;VV7VMG;;base;interview;06.02.15 10:30;6;3;4;3;3;69;83;25;1;54;3;3;8;10;5;;;;;;5;3;1;4;4;2;4;1;2;2;5;5;1;2;3;1;6;6;5;1;2;6;6;4;3;1;5;6;1;3;2;6;6;6;4;1;1;4;5;3;2;1;1;100;50;6;2;3;Bei einigen Fragen musste ich schon gründlich überlegen, was ich antworte. Mich würde das Ergebnis des Experiments, das Sie durchführen, interessieren. Man weiß ja nie, wie die Menschen so drauf sind.;Realist;wohlhabend;unentschlossen;Drecksack;wankelmütig;offen;57;1;2;-9;1;1;21;21;8;2;8;0;8
676;7XF1KD;;base;interview;06.02.15 11:16;7;2;3;2;1;14;93;101;1;74;9;1;0;10;2;;;;;;6;5;1;1;4;4;3;3;4;5;5;5;1;1;1;1;6;6;4;1;3;6;6;1;2;1;5;6;2;2;1;6;4;6;4;1;1;6;1;6;6;1;5;90;51;7;3;4;;egoistisch;großzügug;gerecht;unehrlich;unentschlossen;verdeckt;22;1;1;3;2;1;21;21;8;1;8;2;9
677;4FO387;;base;interview;06.02.15 12:14;7;3;4;3;2;45;49;29;39;53;5;2;3;3;2;;;;4;;6;6;1;1;6;2;1;4;3;6;5;6;5;4;5;1;5;6;5;4;4;5;5;4;4;1;5;6;5;4;3;5;4;5;4;1;3;4;4;4;5;1;1;65;55;2;3;7;;ichbezogen;selbstlos;unentschieden;unentschieden_2;unentschieden_3;verdeckt;56;2;2;-9;1;1;21;21;8;2;9;21;30
679;NL5GZJ;;base;interview;06.02.15 13:06;7;3;4;3;3;71;84;46;24;38;7;3;9;8;5;6;;;7;;7;5;2;1;1;2;3;1;1;5;6;5;1;4;4;1;5;6;6;3;4;6;6;3;5;1;4;6;4;4;2;6;6;6;4;2;3;5;2;4;4;3;-9;80;68;5;3;1;;Egoisten;Selbstlosen;Unentschlossenen;unsicheren Egoisten;unsicheren Selbstlosen;verdeckt;21;1;2;-9;1;1;21;21;8;3;14;9;23
680;G1QTIU;;base;interview;06.02.15 13:13;7;3;3;2;2;101;101;70;12;50;0;0;1;5;3;;;;;;7;7;2;1;5;2;1;3;2;7;6;6;2;5;6;3;6;6;6;4;6;6;6;5;6;2;6;6;5;6;2;6;6;6;5;2;5;1;2;4;4;1;2;95;64;7;3;1;;entscheidungsfreudig;sozial;wenig entscheidungsfreudi;wankelmütig;wankelmütig sozial;offen;34;1;2;-9;1;1;21;21;9;2;10;9;19
681;ICXNG2;;base;interview;06.02.15 13:52;3;2;3;5;2;48;50;48;23;32;10;2;0;10;7;9;;;;;6;7;1;1;5;5;6;4;5;4;3;2;1;2;3;1;6;5;6;5;1;6;6;4;2;1;1;5;4;4;1;6;5;5;3;1;1;1;5;5;4;4;6;99;66;6;3;4;Die Formulierung der Fragen war mir teilweise zu schwammig, sodass der Grad der Exaktheit der Antworten dadurch beschränkt ist.;taktisch unklug;sicherheitsdenkend;zufällig;kalkulierend;unsicher;offen;23;2;1;1;1;1;21;21;5;1;4;0;4
682;6FQH43;;base;interview;06.02.15 14:30;7;3;3;3;2;28;100;50;14;19;10;0;5;10;10;;;;;;7;7;2;1;5;6;1;6;5;7;6;6;1;2;5;2;6;6;6;2;5;6;6;6;5;1;6;6;1;3;2;6;6;6;4;1;1;6;6;5;3;1;1;50;1;5;3;4;;eigennützig;großzügig;zögernd;unentschlosse;unentschlossen;verdeckt;27;1;2;-9;1;1;21;21;9;2;10;36;46
684;WZ3T85;;base;interview;06.02.15 14:34;6;4;3;3;3;53;70;55;20;53;5;3;3;5;3;;;;;;7;4;4;1;6;3;1;4;6;7;5;4;3;3;5;2;6;5;5;3;4;6;6;3;4;2;5;5;5;5;4;5;6;5;4;2;2;4;5;5;3;2;4;0;79;4;3;2;War nicht immer einfach, die Fragen zu beantworten. Teilweise lag es an der Fragestellung und teilweise an meinem Gewissen.;Egoisten;großzügig;Spieler;entscheidungsarm;risikoarm;verdeckt;54;1;2;-9;1;1;21;21;8;2;8;2;10
685;FL98EB;;base;interview;06.02.15 16:07;6;3;7;4;1;46;51;101;22;1;8;2;0;10;5;;;;;;6;6;1;1;5;1;2;4;4;4;6;3;3;4;6;1;6;6;6;3;5;6;6;6;6;2;6;6;3;5;6;6;5;6;6;2;3;6;2;5;3;1;1;90;-1;4;3;6;das war interessant;rational;vorsichtig;fair;Spieler;unsicher;verdeckt;72;1;2;-9;1;1;21;21;9;3;14;1;15
686;HC9GLN;;base;interview;06.02.15 16:32;2;4;4;3;3;48;51;94;4;49;6;4;6;8;4;;;;6;;6;7;3;1;4;4;2;4;5;7;6;6;5;5;6;1;6;6;4;4;4;6;6;5;4;1;3;4;5;5;3;6;6;5;5;1;3;5;3;5;5;2;-9;50;72;-9;3;1;;Alphatyp;Zu Bescheidene;Kameraden;Eigennützig;Soziale;offen;53;1;2;-9;1;1;21;21;10;4;22;1;23
687;JZFAS1;;base;interview;06.02.15 17:25;5;2;3;3;2;33;61;90;1;100;5;5;5;10;1;;;;;;7;7;4;1;6;6;2;7;6;4;6;4;1;5;4;1;6;6;3;5;5;6;6;5;4;1;6;5;3;6;6;6;6;5;6;3;1;6;1;4;6;2;-9;50;52;7;3;1;War sehr interessant;Egos;Social;Random;Wily;Smart;offen;27;1;1;5;1;1;21;21;8;2;12;34;46
688;92TQYX;;base;interview;06.02.15 17:49;5;2;4;3;2;81;60;62;41;26;3;1;2;3;3;;;;;2;6;6;3;1;2;2;6;2;3;6;5;5;3;3;5;1;4;3;4;2;2;5;4;4;3;3;3;4;5;5;3;5;4;5;5;5;4;5;5;5;4;2;3;25;63;5;3;1;;Entscheider;sozial;Spieler;unentschlossen;unentschlossen;verdeckt;54;2;2;-9;1;1;21;21;8;2;9;7;16
689;EFECAB;;base;interview;06.02.15 18:47;7;1;3;3;3;86;100;56;16;96;4;0;2;5;2;;;;;;6;6;4;1;5;5;1;5;4;5;6;5;1;1;4;1;6;5;4;2;2;4;2;4;4;1;5;4;3;4;1;6;1;5;3;1;3;5;1;1;4;1;5;100;98;6;3;1;Der Beginn des Testes ist teilweise ein bisschen unübersichtilich gestaltet.;pragmatisch;nett;spielerisch;enttäuschend;freundlich;offen;22;2;1;1;1;1;21;21;6;1;6;20;25
690;S4BYJ1;;base;interview;06.02.15 19:57;6;2;5;2;5;76;98;100;19;81;8;5;1;5;3;;;;7;;6;4;3;1;4;5;1;5;2;5;5;4;1;2;5;1;6;4;6;2;6;6;5;6;2;3;4;5;3;3;5;6;6;5;5;1;4;6;4;5;5;3;5;80;19;4;3;2;;Zielorientiert;Sozial;Loyal;Heuchler;Gönner;verdeckt;34;1;2;-9;1;1;21;21;8;2;9;28;37
691;NNA3C7;;base;interview;06.02.15 22:25;3;2;5;2;2;52;85;80;8;67;5;1;1;7;1;;;;;;6;5;4;2;5;3;2;4;5;4;5;5;2;4;5;1;5;6;5;2;5;6;5;4;3;1;4;5;5;5;4;6;5;6;3;1;4;6;2;3;4;2;3;80;19;5;3;3;;Egoist;Gönner;Diplomat;Abzocker;Spieler;offen;38;1;2;1;1;1;21;21;8;1;8;31;39
693;T45HOX;;base;interview;07.02.15 07:44;4;;;;;76;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Direkt;;;;;verdeckt;;;;;;0;8;8;0;0;0;99;99
695;4Q9Q8O;;base;interview;07.02.15 09:10;7;4;4;3;3;53;70;82;20;66;7;3;4;8;2;;;;;;7;7;4;1;5;5;2;4;4;5;5;5;2;2;3;1;5;5;4;2;2;5;5;2;2;3;5;5;4;3;3;5;5;5;2;1;2;5;4;4;3;2;3;99;-1;4;3;3;;typisch menschlich;großzügig;neutral;FALSCH;?;offen;36;1;2;-9;1;1;21;21;10;3;16;7;23
699;D9XE4G;;base;interview;07.02.15 14:25;7;4;3;4;2;86;101;70;25;36;3;3;3;3;3;;;;;;6;4;1;1;1;1;3;3;4;5;5;3;1;1;2;1;3;5;4;1;2;6;4;1;1;1;5;5;1;1;1;5;5;6;2;1;1;6;3;4;1;1;1;80;63;5;3;2;;konsequent;solidarisch;Spieler;inkonsequent;inkonsequent solidarisch;offen;23;2;1;3;1;1;21;21;8;1;8;35;43
700;O4M46V;;base;interview;07.02.15 14:34;3;3;4;2;2;49;45;48;48;46;1;1;1;1;1;;;;;;6;5;5;2;4;4;3;4;4;5;5;4;1;2;3;1;5;5;5;1;5;6;6;5;3;1;4;5;1;4;4;4;5;6;5;1;1;6;4;5;1;1;1;100;97;6;3;4;;Direktentscheider;Direktentscheider B;Münzentscheider C;Münzentscheider D;Münzentscheider E;verdeckt;44;2;2;-9;1;1;21;21;9;2;10;2;12
701;3CVITU;;base;interview;07.02.15 14:41;3;2;6;2;4;47;25;73;31;77;5;3;3;3;1;;;;;;6;6;3;1;3;3;2;5;5;5;5;4;2;1;4;2;6;6;5;4;3;5;5;4;3;1;5;6;3;2;2;6;5;5;4;2;2;5;3;3;3;2;-9;10;71;6;3;3;;unympathisch;selbstlos;diplomatisch;unsicher;diplomatisch;offen;43;1;2;-9;1;1;21;21;10;3;16;27;44
702;CQFZMY;;base;interview;07.02.15 14:54;7;2;4;4;3;49;73;92;20;73;2;0;1;3;0;;;;;;5;6;3;2;6;7;2;5;3;5;6;5;1;1;1;1;6;5;5;1;1;6;6;3;2;1;5;6;3;3;1;6;6;6;2;2;1;4;6;4;3;1;1;100;71;5;3;3;;pro ich;pro du;zufall;trotz ich;tzrotz du;verdeckt;22;1;1;1;2;1;21;21;8;1;8;3;11
703;A4EMRG;;base;interview;07.02.15 14:57;2;1;6;1;4;100;22;97;14;1;2;1;8;6;1;;;;;;7;7;7;7;1;1;7;1;1;1;1;1;1;1;6;6;1;1;1;6;6;6;3;3;6;4;5;4;5;4;5;1;2;1;6;5;6;5;6;6;1;6;1;0;1;-9;3;1;;Spieler;Verlierer;Macer;Torhüter;Verteidiger;offen;52;2;2;-9;1;1;21;21;10;3;17;74;91
704;7ZLKOZ;;base;interview;07.02.15 15:20;3;5;2;4;6;10;96;50;28;70;10;0;5;8;3;;;;;;7;7;4;1;1;2;1;2;3;7;6;5;4;1;3;1;6;6;5;3;3;4;5;4;4;3;5;6;4;2;2;6;6;6;4;1;1;6;2;4;1;1;6;50;75;5;3;3;;Egoisten;großzügig;unentschlossen;unfair;fair;verdeckt;39;1;2;-9;1;1;21;21;9;2;10;27;37
708;NO5UUE;;base;interview;07.02.15 19:01;5;3;4;2;2;67;31;46;8;12;8;2;5;8;6;;;;;;6;6;2;1;2;2;2;2;2;6;2;5;1;3;4;1;5;5;5;3;2;4;5;3;3;1;5;6;4;4;2;5;5;5;3;1;2;2;3;4;2;2;1;50;75;6;3;1;"Mich würde wirklich interessieren, wie die Entscheidung anderer bei der ""Gleisumstellung"" ausgefallen ist.";eigenvorteilsbedacht;fremdvorteilsbedacht;unentschlossen;pseudo;pseudogutmensch;verdeckt;51;2;2;-9;1;1;21;21;8;2;8;9;17
